offer_id,source,url,title,price_amount,price_currency,price_per_m2,area_m2,rooms,city,district,street,lat,lon,posted_at,updated_at
mzn2046099923,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-osinskiego-39m2-mzn2046099923,Mieszkanie na sprzedaż - 39 m² - 2 pokoje Kiełpinek Gdańsk Jasień,488717.0,PLN,12267.0,40.0,2.0,Gdansk,Jasien,Osinskiego,54.35220426,18.531188965,,
mzn2045874873,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-osinskiego-80m2-mzn2045874873,Mieszkanie na sprzedaż - 80 m² - 4 pokoje Kiełpinek Gdańsk Jasień,926697.0,PLN,11565.0,84.0,4.0,Gdansk,Jasien,Osinskiego,54.35220426,18.531188965,,
mzn2046391715,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zabianka-wejhera-jelitkowo-tysiaclecia-chlopska-92m2-mzn2046391715,Słoneczne mieszkanie z dwoma balkonami,1850000.0,PLN,20109.0,92.0,3.0,Gdansk,Zabianka,Wejhera,54.420412,18.5831153,,
mzn2046468211,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-przytulna-86m2-mzn2046468211,"Gdańsk Jasień, osiedle Wiszące Ogrody, ul. Przytulna, 4 pokoje, 86 m2",21220000.0,PLN,14186.0,1495.84,4.0,Gdansk,Jasien,Przytulna,54.3494829,18.5343013,,
mzn2046380692,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-jelitkowski-dwor-47m2-mzn2046380692,Mieszkanie dwupokojowe 47.60m2 w Gdańsk,980000.0,PLN,20588.0,48.0,2.0,Gdansk,Przymorze,Jelitkowski,54.4258724,18.5951116,,
mzn2046278020,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-chelm-zlota-68m2-mzn2046278020,Mieszkanie Gdańsk | Gotowe do wprowadzenia |Bez Prowizji. BEZ podatku PCC 2%,779000.0,PLN,11372.0,68.5,3.0,Gdansk,Chelm,Zlota,54.3128224,18.598593,,
mzn2046246200,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-opacka-68m2-mzn2046246200,"Ekskluzywny apartament w samym Parku Oliwskim z pięknym, prywatnym ogrodem",2142000.0,PLN,31500.0,68.0,3.0,Gdansk,Oliwa,Opacka,54.4100946,18.5554308,,
mzn2046267144,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-dywizjonu-303-73m2-mzn2046267144,SPRZEDAM !!! 4-pokojowe mieszkanie na Zaspie,920000.0,PLN,12534.0,73.4,4.0,Gdansk,Zaspa,Dywizjonu,54.39645835,18.605411150000002,,
mzn2045080876,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wyspa-sobieszewska-36m2-mzn2045080876,Apartment nad morzem. 15 minut od Centrum Gdańska na Wyspie Sobieszewskiej,559000.0,PLN,15290.0,36.56,2.0,Gdansk,Wyspa,Sobieszewska,54.3495744,18.8163304,,
mzn2046282486,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-pilotow-73m2-mzn2046282486,"Mieszkanie blisko morza , blisko SKM",1250000.0,PLN,17004.0,73.51,3.0,Gdansk,Zaspa,Pilotow,54.39410087,18.598051075,,
mzn2046272406,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdansk-chmielna-61m2-mzn2046272406,Elegancki apartament w sercu Gdańska ul. Chmielna,1399000.0,PLN,22886.0,61.13,3.0,Pomorskie,Gdansk,Chmielna,54.3445286,18.6559855,,
mzn2044334162,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-franciszka-rakoczego-79m2-mzn2044334162,Mieszkanie na sprzedaż - 79 m² - 4 pokoje Piecki-Migowo Gdańsk,1124009.0,PLN,14103.0,79.7,4.0,Gdansk,Piecki,Migowo,54.356155,18.578460200000002,,
