offer_id,source,url,title,price_amount,price_currency,price_per_m2,area_m2,rooms,city,district,street,lat,lon,posted_at,updated_at
mzn2045094247,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sw-barbary-47m2-mzn2045094247,Mieszkanie w sercu Gdańska,1180000.0,PLN,24947.0,47.3,2.0,Gdansk,Srodmiescie,Sw,54.3732816,18.6006758,,
mzn2046282346,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-karwienska-47m2-mzn2046282346,Apartament w otoczeniu zieleni | Gdańsk Oliwa | Wykończony pod klucz,1325880.0,PLN,28008.0,47.34,2.0,Gdansk,Oliwa,Karwienska,54.4113271,18.546889,,
mzn2045127584,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sw-barbary-33m2-mzn2045127584,Mieszkanie inwestycyjne - gotowe do wynajmu,775000.0,PLN,23428.0,33.08,2.0,Gdansk,Srodmiescie,Sw,54.3732816,18.6006758,,
mzn2046282051,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-oliwa-karwienska-68m2-mzn2046282051,Apartament w otoczeniu zieleni | Gdańsk Oliwa | Gotowy do odbioru,1280389.0,PLN,18700.0,68.47,3.0,Gdansk,Oliwa,Karwienska,54.4113271,18.546889,,
mzn2046282739,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-wiosny-ludow-32m2-mzn2046282739,Apartament nad Motławą,720000.0,PLN,22127.0,32.54,2.0,Gdansk,Srodmiescie,Wiosny,54.3572917,18.6654718,,
mzn2046282777,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stepkarska-40m2-mzn2046282777,Apartament 2 pokoje nad Motławą,790272.0,PLN,19600.0,40.32,2.0,Gdansk,Srodmiescie,Stepkarska,54.3571396,18.6632596,,
mzn2046282614,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-kobieli-50m2-mzn2046282614,Apartament 2 pokoje | Gdańsk Brzeźno,919105.0,PLN,18349.0,50.09,2.0,Gdansk,Brzezno,Kobieli,54.4045806,18.63265165,,
mzn2046282798,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-wiosny-ludow-68m2-mzn2046282798,Apartament nad Motławą | 3 pokoje,1295028.0,PLN,18900.0,68.52,3.0,Gdansk,Srodmiescie,Wiosny,54.3572917,18.6654718,,
mzn2046282692,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-kobieli-87m2-mzn2046282692,Apartament 4 pokoje | Gdańsk Brzeźno | Blisko Morza,1492090.0,PLN,17000.0,87.77,4.0,Gdansk,Brzezno,Kobieli,54.4045806,18.63265165,,
mzn2046282885,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-leszczynskich-54m2-mzn2046282885,Apartament 3 pokoje | Gdańsk Zaspa / Wrzeszcz,1127984.0,PLN,20800.0,54.23,3.0,Gdansk,Zaspa,Leszczynskich,54.39645835,18.605411150000002,,
mzn2046282822,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-36m2-mzn2046282822,Apartament nad Motławą | 2 pokoje,680985.0,PLN,18500.0,36.81,2.0,Gdansk,Srodmiescie,Sienna,54.3584497,18.6931218,,
mzn2046282875,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-leszczynskich-38m2-mzn2046282875,Apartament 2 pokoje | Gdańsk Zaspa / Wrzeszcz,761175.0,PLN,19900.0,38.25,2.0,Gdansk,Zaspa,Leszczynskich,54.39645835,18.605411150000002,,
mzn2046282845,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-sienna-grobla-56m2-mzn2046282845,Apartament nad Motławą | 3 pokoje,981925.0,PLN,17500.0,56.11,3.0,Gdansk,Srodmiescie,Sienna,54.3584497,18.6931218,,
mzn2044845869,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdansk-turystyczna-45m2-mzn2044845869,Apartament inwestycyjny,988920.0,PLN,21508.0,45.98,2.0,Pomorskie,Gdansk,Turystyczna,54.3426148,18.8519421,,
mzn2046455727,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-49m2-mzn2046455727,Nowy apartament Gdańsk Stare Miasto widok na Motławe,1380000.0,PLN,28163.0,49.0,2.0,Gdansk,Srodmiescie,Stara,54.3191523,18.6243062,,
mzn2046462697,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-suchanino-paganiniego-57m2-mzn2046462697,3 pokoje pod wynajem/dla rodziny*Blisko Centrum*Parking*Winda,640000.0,PLN,11228.0,57.0,3.0,Gdansk,Suchanino,Paganiniego,54.35465458,18.6090374,,
mzn2046448694,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-slowackiego-42m2-mzn2046448694,Sprzedam mieszkanie.Wrzeszcz Górny Ul.Słowackiego,659000.0,PLN,15690.0,44.0,2.0,Gdansk,Wrzeszcz,Slowackiego,54.3800268,18.5897162,,
mzn2046283083,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-warszawska-70m2-mzn2046283083,3 pokojowe 70m2 mieszkanie na ul. Warszawskiej,849000.0,PLN,12129.0,70.0,3.0,Gdansk,Ujescisko,Lostowice,54.31911,18.5918006,,
mzn2046412622,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-chelm-bieganskiego-50m2-mzn2046412622,M2 na Gdańskim Chełmie,659000.0,PLN,13180.0,51.0,2.0,Gdansk,Chelm,Bieganskiego,54.344552,18.6213541,,
mzn2046280659,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-lilli-wenedy-63m2-mzn2046280659,Słoneczne mieszkanie 3-pokojowe z potencjałem,750000.0,PLN,11905.0,65.0,3.0,Gdansk,Wrzeszcz,Lilli,54.3864698,18.6170613,,
mzn2046411717,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-morenowe-wzgorze-57m2-mzn2046411717,Przytulne 3 pokojowe mieszkanie - Gdańsk Morena,855000.0,PLN,15000.0,57.0,3.0,Gdansk,Piecki,Migowo,54.356155,18.578460200000002,,
mzn2046380863,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-62m2-mzn2046380863,Unikalny apartament z widokiem na Motławę,2633300.0,PLN,42473.0,65.0,3.0,Gdansk,Srodmiescie,Chmielna,54.3436213,18.6541268,,
mzn2044751347,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-60m2-mzn2044751347,Komfortowy Apartament bo by- Gdańsk Stare Miasto widok na Motławe,1699000.0,PLN,28317.0,60.0,3.0,Gdansk,Srodmiescie,Stara,54.3191523,18.6243062,,
mzn2046191908,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-maurycego-beniowskiego-47m2-mzn2046191908,Mieszkanie 2 pok. z ogródkiem. Gdańsk-Przymorze,950900.0,PLN,20232.0,50.0,2.0,Gdansk,Przymorze,Maurycego,54.4112794,18.5769277,,
mzn2046304813,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdansk-55m2-mzn2046304813,Mieszkanie z widokiem na góry,265000.0,PLN,4818.0,55.0,3.0,Pomorskie,Gdansk,,54.3706835,18.68987,,
mzn2046262997,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-lelewela-48m2-mzn2046262997,Jasne 2-3 pokoje+Tramwaj/SKM*Do zamieszkania+GARAŻ*Lokalizacja,660000.0,PLN,13750.0,48.0,3.0,Gdansk,Wrzeszcz,Lelewela,54.379389950000004,18.60313655,,
mzn2043123916,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-70m2-mzn2043123916,"Luksusowy Apartament Stare Miasto Gdańsk, Stara Stocznia 8",81999000.0,PLN,28557.0,2871.42,3.0,Gdansk,Srodmiescie,Stara,54.3191523,18.6243062,,
mzn2046469349,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zabianka-wejhera-jelitkowo-tysiaclecia-grunwaldzka-56m2-mzn2046469349,Sprzedam mieszkanie nad morzem + garaż Oliwa,755000.0,PLN,13482.0,58.0,3.0,Gdansk,Zabianka,Wejhera,54.419478999999995,18.57616435,,
mzn2043304419,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-49m2-mzn2043304419,"Komfortowy Apartament- Gdańsk Stare Miasto widok na Motławe , Stara Stocznia 20",201469000.0,PLN,29980.0,6720.11,2.0,Gdansk,Srodmiescie,Stara,54.3191523,18.6243062,,
mzn2046386575,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-hallera-78m2-mzn2046386575,"Apartament z dostępem do sauny, siłowni i kortu",1250000.0,PLN,16026.0,79.0,3.0,Gdansk,Brzezno,Hallera,54.3967767,18.6200054,,
mzn2045919325,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-lisia-grobla-49m2-mzn2045919325,"Apartament w Gdańsku, Doki Montownia- Stare Miasto blisko przy Motławie",1197000.0,PLN,24429.0,49.0,2.0,Gdansk,Srodmiescie,Lisia,54.35326684,18.65405565,,
mzn2046456567,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-pck-48m2-mzn2046456567,"2 pokoje, świetna lokalizacja",660000.0,PLN,13750.0,48.0,2.0,Gdansk,Brzezno,Pck,54.4045806,18.63265165,,
mzn2045306706,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-chelm-bieganskiego-50m2-mzn2045306706,Winda*Słoneczne* Po remoncie*Blisko Centrum*Dwustronne*Ładny widok,649000.0,PLN,12980.0,50.0,2.0,Gdansk,Chelm,Bieganskiego,54.344552,18.6213541,,
mzn2044770956,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-jesionowa-6b-36m2-mzn2044770956,Mieszkanie na sprzedaż - 36 m² - 2 pokoje Wrzeszcz Gdańsk,356000.0,PLN,16260.0,21.89,2.0,Gdansk,Wrzeszcz,Jesionowa,54.379389950000004,18.60313655,,
mzn2045748050,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-czerminskiego-21-33m2-mzn2045748050,Mieszkanie na sprzedaż - 33 m² - 1 pokój Jasień Gdańsk,427000.0,PLN,12781.0,34.0,2.0,Gdansk,Jasien,Czerminskiego,54.3243396,18.5568677,,
mzn2045432547,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-czerminskiego-21-55m2-mzn2045432547,Mieszkanie na sprzedaż - 55 m² - 3 pokoje Jasień Gdańsk,583000.0,PLN,10476.0,55.65,3.0,Gdansk,Jasien,Czerminskiego,54.3243396,18.5568677,,
mzn2045878069,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-jaskowa-dolina-84m2-mzn2045878069,Bezczynszowy | Parter domu z ogrodem | Przy lesie,739900.0,PLN,8761.0,84.45,3.0,Gdansk,Wrzeszcz,Jaskowa,54.3674802,18.5913181,,
mzn2046214223,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-angielska-grobla-21m2-mzn2046214223,Kawalerka w sercu Gdańska – Angielska Grobla - nis,449000.0,PLN,21381.0,21.0,3.0,Gdansk,Srodmiescie,Angielska,54.35035155,18.6558259,,
mzn2046511883,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-zywiecka-45m2-mzn2046511883,0 % PROWIZJI DLA KUPUJĄCEGO,599000.0,PLN,13159.0,45.52,2.0,Gdansk,Wrzeszcz,Zywiecka,54.38473064,18.615345955,,
mzn2046290632,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-pastelowa-58m2-mzn2046290632,Mieszkanie na sprzedaż - 58 m² - 3 pokoje Ujeścisko-Łostowice Gdańsk,668000.0,PLN,11466.0,58.26,3.0,Gdansk,Ujescisko,Lostowice,54.3119715,18.5930729,,
mzn2046451115,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-cedrowa-64m2-mzn2046451115,3 pokoje Wolne Miasto,1030000.0,PLN,15890.0,64.82,3.0,Gdansk,Ujescisko,Lostowice,54.31911,18.5918006,,
mzn2046412375,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-sucha-62m2-mzn2046412375,"Duże, nowoczesne mieszkanie blisko plaży",1290000.0,PLN,20786.0,62.06,3.0,Gdansk,Letnica,Sucha,54.38985155,18.6498714,,
mzn2044561509,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-kobieli-4-34m2-mzn2044561509,Mieszkanie na sprzedaż - 34 m² - 1 pokój Brzeźno Gdańsk,667680.0,PLN,19500.0,34.24,2.0,Gdansk,Brzezno,Kobieli,54.4045806,18.63265165,,
mzn2044561514,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-kobieli-4-92m2-mzn2044561514,Mieszkanie na sprzedaż - 92 m² - 4 pokoje Brzeźno Gdańsk,1718650.0,PLN,18500.0,92.9,4.0,Gdansk,Brzezno,Kobieli,54.4045806,18.63265165,,
mzn2045755074,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-mazurska-89m2-mzn2045755074,Dwupoziomowe mieszkanie z widokiem na Zatokę Gdań,998000.0,PLN,11213.0,89.0,4.0,Gdansk,Brzezno,Mazurska,54.4045806,18.63265165,,
mzn2045457111,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-warszawska-44m2-mzn2045457111,Mieszkanie na sprzedaż - 44 m² - 2 pokoje Ujeścisko-Łostowice Gdańsk,599265.0,PLN,13500.0,44.39,2.0,Gdansk,Ujescisko,Lostowice,54.3119715,18.5930729,,
mzn2045457086,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-warszawska-49m2-mzn2045457086,Mieszkanie na sprzedaż - 49 m² - 3 pokoje Ujeścisko-Łostowice Gdańsk,643500.0,PLN,13000.0,49.5,3.0,Gdansk,Ujescisko,Lostowice,54.3119715,18.5930729,,
mzn2044561176,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-sw-wojciech-lipce-kazimierza-wielkiego-39m2-mzn2044561176,Mieszkanie na sprzedaż - 39 m² - 2 pokoje Orunia-Św. Wojciech-Lipce Gdańsk,356000.0,PLN,11053.0,32.21,2.0,Gdansk,Orunia,Sw,54.3732816,18.6006758,,
mzn2044561159,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-sw-wojciech-lipce-kazimierza-wielkiego-32m2-mzn2044561159,Mieszkanie na sprzedaż - 32 m² - 2 pokoje Orunia-Św. Wojciech-Lipce Gdańsk,356000.0,PLN,7708.0,46.19,2.0,Gdansk,Orunia,Sw,54.3732816,18.6006758,,
mzn2045464520,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-sw-huberta-81m2-mzn2045464520,KOMFORTOWE MIESZKANIE Z WŁASNYM OGRODEM I GARAŻEM,1090000.0,PLN,13376.0,81.49,3.0,Gdansk,Ujescisko,Lostowice,54.3119715,18.5930729,,
mzn2046448848,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-leszczynowa-71m2-mzn2046448848,"3 pokoje z oddzielną kuchnią, 71,8m2, Jasień",859000.0,PLN,11964.0,71.8,3.0,Gdansk,Jasien,Leszczynowa,54.33519039,18.5497284,,
mzn2046420973,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-prezydenta-lecha-kaczynskiego-123m2-mzn2046420973,Apartament 5-pokojowy z widokiem panoramy Gdańska,3779000.0,PLN,30724.0,123.0,4.0,Gdansk,Przymorze,Prezydenta,54.40754,18.59646325,,
mzn2046380602,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-kokoszki-nowatorow-62m2-mzn2046380602,Mieszkanie w wysokim standardzie 62 m2,2799000.0,PLN,12782.0,218.98,2.0,Gdansk,Kokoszki,Nowatorow,54.357105059999995,18.48932498,,
mzn2046381064,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-kokoszki-kartuska-78m2-mzn2046381064,Kup i zarabiaj od razu 3 pokoje z garażem i balkon,895000.0,PLN,11401.0,78.5,3.0,Gdansk,Kokoszki,Kartuska,54.3488205,18.5305699,,
mzn2046293311,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-sw-wojciech-lipce-zulawska-38m2-mzn2046293311,Dwupokojowe mieszkanie blisko centrum Gdańska,420000.0,PLN,11053.0,38.0,2.0,Gdansk,Orunia,Sw,54.3732816,18.6006758,,
mzn2046273454,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-aleja-jana-pawla-ii-74m2-mzn2046273454,Balkon | 15 minut od morza | Po remoncie,1349000.0,PLN,18059.0,74.7,4.0,Gdansk,Zaspa,Aleja,54.39645835,18.605411150000002,,
mzn2046435470,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-wielkopolska-72m2-mzn2046435470,Nowoczesny Apartament w podwyższonym standardzie,899000.0,PLN,12427.0,72.34,3.0,Gdansk,Ujescisko,Lostowice,54.3119715,18.5930729,,
mzn2046208940,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-letnicka-62m2-mzn2046208940,Apartament 3-pokojowy w wysokim standard! Letnica,1198000.0,PLN,19049.0,62.89,3.0,Gdansk,Letnica,Letnicka,54.4036178,18.6511808,,
mzn2046380604,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-letnicka-63m2-mzn2046380604,Apartament 3-pokojowy w wysokim standard! Letnica,1198000.0,PLN,19016.0,63.0,3.0,Gdansk,Letnica,Letnicka,54.4036178,18.6511808,,
mzn2046251900,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-partyzantow-31m2-mzn2046251900,Mieszkanie do remontu - możliwość 2 pokoi,450000.0,PLN,14516.0,31.0,2.0,Gdansk,Wrzeszcz,Partyzantow,54.3796111,18.5892612,,
mzn2046268169,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-chlopska-45m2-mzn2046268169,2 Pokoje po remoncie - Blisko Morza,729000.0,PLN,16200.0,45.0,2.0,Gdansk,Przymorze,Chlopska,54.4199965,18.5840178,,
mzn2044950499,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-kartuska-28m2-mzn2044950499,Kawalerka w stanie deweloperskim z halą garażową,349000.0,PLN,12464.0,28.0,2.0,Gdansk,Jasien,Kartuska,54.3488205,18.5305699,,
mzn2044635530,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-ujescisko-lostowice-nowosadecka-67m2-mzn2044635530,3-pokojowe mieszkanie w pełni wyposażone! Gdańsk,740000.0,PLN,10963.0,67.5,3.0,Gdansk,Ujescisko,Lostowice,54.31911,18.5918006,,
mzn2044945791,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-strzyza-mariana-hemara-37m2-mzn2044945791,2 pokojowe mieszkanie na Garnizonie,1300000.0,PLN,34301.0,37.9,2.0,Gdansk,Strzyza,Mariana,54.3359456,18.6655092,,
mzn2046457370,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-chelm-prof-jozefa-wieckowskiego-49m2-mzn2046457370,"Mieszkanie 2 pok,pow.49,20m Gdańsk Chełm/super lokalizacja",669000.0,PLN,13598.0,49.2,2.0,Gdansk,Chelm,Prof,54.3836134,18.5805733,,
mzn2046426906,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-gorna-gdansk-poludnie-turkusowa-42m2-mzn2046426906,Atrakcyjne 2 pokoje - Orunia Górna,449000.0,PLN,10690.0,42.0,2.0,Gdansk,Orunia,Gorna,54.347549,18.641673,,
mzn2046421201,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-letnica-sucha-31m2-mzn2046421201,Atrakcyjne Studio z widokiem na Morze,629000.0,PLN,19892.0,31.62,2.0,Gdansk,Letnica,Sucha,54.38985155,18.6498714,,
mzn2046495396,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-siedlce-szara-27m2-mzn2046495396,Mieszkanie 1 pok.pow.27 m Gdańsk Siedlce ul.Szara,339000.0,PLN,12556.0,27.0,2.0,Gdansk,Siedlce,Szara,54.34931541,18.619122505,,
mzn2046257090,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-brzezno-aleja-gen-jozefa-hallera-105m2-mzn2046257090,Premium apartament z widokiem na morze,2999999.0,PLN,28347.0,105.83,4.0,Gdansk,Brzezno,Aleja,54.391633,18.5996092,,
mzn2046253084,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-wrzeszcz-gen-jozefa-hallera-37m2-mzn2046253084,Zajezdnia Wrzeszcz - Prestiżowa lokalizacja,729000.0,PLN,19435.0,37.51,2.0,Gdansk,Wrzeszcz,Gen,54.379389950000004,18.60313655,,
mzn2046225667,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chlebnicka-52m2-mzn2046225667,Mieszkanie 3 pok.(w kw.2 pok)Gdańsk ul.Chlebnicka,949000.0,PLN,18069.0,52.52,3.0,Gdansk,Srodmiescie,Chlebnicka,54.35326684,18.65405565,,
mzn2045844424,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-siedlce-skarpowa-53m2-mzn2045844424,Gdańsk Siedlce 2 pokoje z możliwością na 3,3559000.0,PLN,10488.0,339.34,2.0,Gdansk,Siedlce,Skarpowa,54.34931541,18.619122505,,
mzn2045117778,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-64m2-mzn2045117778,Widokowy apartament przy Motławie,1599000.0,PLN,24714.0,64.7,3.0,Gdansk,Srodmiescie,Stara,54.3191523,18.6243062,,
mzn2044914033,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zaspa-jana-pawla-ii-34m2-mzn2044914033,Apartament z halą garażową Zaspa Awiator OKAZJA,650000.0,PLN,19118.0,34.0,2.0,Gdansk,Zaspa,Jana,54.39645835,18.605411150000002,,
mzn2045432670,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-41m2-mzn2045432670,Mieszkanie w sercu Gdańska - Wyspa Spichrzów,1100000.0,PLN,26680.0,41.23,2.0,Gdansk,Srodmiescie,Chmielna,54.35035155,18.6558259,,
mzn2044156776,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-stara-stocznia-69m2-mzn2044156776,Apartament w Brabanku stan deweloperski,2290000.0,PLN,32850.0,69.71,3.0,Gdansk,Srodmiescie,Stara,54.3191523,18.6243062,,
mzn2045448633,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-pomorskie-gdansk-partyzantow-31m2-mzn2045448633,Kawalerka z oddzielną kuchnią blisko Garnizonu,459000.0,PLN,14618.0,31.4,2.0,Pomorskie,Gdansk,Partyzantow,54.505714,18.5390394,,
mzn2046103519,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-slaska-50m2-mzn2046103519,3 pokojowe mieszkanie - Przymorze Gdańsk,660000.0,PLN,13200.0,50.0,3.0,Gdansk,Przymorze,Slaska,54.4061637,18.5744742,,
mzn2046487259,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-32m2-mzn2046487259,2-pokojowe mieszkanie Gdańsk Wyspa Spichrzów,576000.0,PLN,18000.0,32.0,2.0,Gdansk,Srodmiescie,Chmielna,54.35035155,18.6558259,,
mzn2046474899,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-piecki-migowo-magellana-63m2-mzn2046474899,Osiedle Wzgórze Magellana - jasne 3 pokoje,1050000.0,PLN,16667.0,63.0,3.0,Gdansk,Piecki,Migowo,54.356155,18.578460200000002,,
mzn2046486721,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-aleja-rzeczypospolitej-65m2-mzn2046486721,4- pokojowe mieszkanie blisko morza i p Regana,829000.0,PLN,12754.0,65.0,4.0,Gdansk,Przymorze,Aleja,54.391633,18.5996092,,
mzn2046421282,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-orunia-gorna-gdansk-poludnie-ofiar-grudnia-38m2-mzn2046421282,Miejsce postojowe | Balkon | 2 pokoje,619000.0,PLN,16166.0,38.29,2.0,Gdansk,Orunia,Gorna,54.347549,18.641673,,
mzn2046410669,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-chmielna-32m2-mzn2046410669,Mieszkanie z strefą SPA w sercu Gdańska,849000.0,PLN,26531.0,32.0,2.0,Gdansk,Srodmiescie,Chmielna,54.35035155,18.6558259,,
mzn2044899867,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-kamienna-grobla-28-29-23m2-mzn2044899867,Mieszkanie na sprzedaż - 23 m² - 1 pokój Śródmieście Gdańsk,356000.0,PLN,23108.0,15.41,3.0,Gdansk,Srodmiescie,Kamienna,54.3828698,18.5708707,,
mzn2046426506,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-zabianka-wejhera-jelitkowo-tysiaclecia-gospody-43m2-mzn2046426506,Mieszkanie 3 pokoje po remoncie Żabianka,770000.0,PLN,17907.0,43.0,3.0,Gdansk,Zabianka,Wejhera,54.420626420000005,18.58337421,,
mzn2046475239,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-srodmiescie-podzamcze-39m2-mzn2046475239,2-pokojowe mieszkanie w centrum Gdańska,700000.0,PLN,17949.0,39.0,2.0,Gdansk,Srodmiescie,Podzamcze,54.35035155,18.6558259,,
mzn2046292909,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-jasien-stezycka-150m2-mzn2046292909,Apartament z dużym ogrodem (400m2) na Jasieniu,1890000.0,PLN,12600.0,150.0,2.0,Gdansk,Jasien,Stezycka,54.3356073,18.5334714,,
mzn2046420974,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-osowa-jednorozca-56m2-mzn2046420974,Mieszkanie 2 pokojowe z odrębną kuchnią,639000.0,PLN,11264.0,56.73,2.0,Gdansk,Osowa,Jednorozca,54.41971985,18.473725299999998,,
mzn2046274399,morizon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-gdansk-przymorze-38m2-mzn2046274399,Słoneczne mieszkanie z widokiem na Przymorze,548000.0,PLN,14421.0,38.0,2.0,Gdansk,Przymorze,,54.40754,18.59646325,,
